"ID","SerialNumber","TimestampUTC","Sender","QuestionText","ReplyCount","EmojiCount","AnswerCount"
"3F8D36FF8C2655234781","1","2025-04-03T17:15:37.000Z","Unknown Member","כמה חשובות המעבדות בIML ?","1","0","0"
"A0C44DF7EFAB73EFEF56A1C3BC4342EA","4","2025-04-04T04:25:55.000Z","Unknown Member","מישהו רוצה דיסקורד היום?","0","0","6"
"0E704D3A75013EB93E59F3B80C80A9AD","7","2025-04-04T09:43:30.000Z","Unknown Member","עוד שעה ככה?","1","0","6"
"3ACAF76200C2C2F8BBB8","17","2025-04-05T17:25:24.000Z","Unknown Member","אתם עדיין במבוא לבקרה עם למידה?","0","0","10"
"3F9A1CBC19C424BD92FD","20","2025-04-06T09:00:03.000Z","Unknown Member","איזה חובת בחירה יש לכם עד כה ?","0","0","10"
"3FB2DAED432824EF6C19","32","2025-04-06T09:16:56.000Z","Unknown Member","מה לקחתם ?","0","0","6"
"3FCF65388AEEE3DC9944","64","2025-04-06T09:23:09.000Z","Unknown Member","זה עבודות ב3?","1","0","0"
"3AD6FF5800CF8D1CA7B2","96","2025-04-06T09:30:51.000Z","Unknown Member","אבל איך נשאר לך 2?","0","0","0"
"3AB76505457D25121DE2","100","2025-04-06T09:58:52.000Z","Unknown Member","משחקים פאדל השבוע?","0","0","0"
"3A114317D0FF8EC6A2FB","105","2025-04-06T12:01:45.000Z","Unknown Member","טובי כשר לפסח?","0","0","3"
"3A1D4CE82BD1E8D087A5","122","2025-04-06T15:57:59.000Z","Unknown Member","@972546374390 יוני אתה איתנו?","0","0","0"
"3A8CA57B291006D380F9","130","2025-04-08T05:09:48.000Z","Unknown Member","האם מישהו ראה כבר הרצאות בבקרה ?","0","0","10"
"3AB0AABA5B9F1C884DF1","137","2025-04-08T05:44:54.000Z","Unknown Member","מעיף אותו ?","0","0","12"
"3ACEE51E2DCC5BA1FE31","143","2025-04-08T05:47:58.000Z","Unknown Member","איזה קורסים יש לך הסמסטר ?","0","0","10"
"3ADE6554E7F8158BD42C","147","2025-04-08T05:50:53.000Z","Unknown Member","מה זה ראייה ממוחשבת?","0","0","5"
"3AED53BAA02513D99E60","148","2025-04-08T05:50:56.000Z","Unknown Member","ממליץ?","0","0","10"
"3F938EC997199187BB11","157","2025-04-08T05:52:35.000Z","Unknown Member","הקורסים של סמסטר ב' על הפנים הא ?","0","0","12"
"3FEE1B970F5E6D97FE08","168","2025-04-08T05:53:49.000Z","Unknown Member","למתי העבודה הקרובה ?","1","0","0"
"3F2FFF9A3C054B89F7F9","173","2025-04-08T05:54:17.000Z","Unknown Member","@972546374390 אתה על החומר ?","1","0","0"
"3F3EB183B1D988A222F6","174","2025-04-08T05:55:00.000Z","Unknown Member","אה זה נוכחות חובה לא ?","2","0","0"
"3A1FBA4F847FF1C7B074","189","2025-04-08T06:46:31.000Z","Unknown Member","זה אותו איידי?","0","0","6"
"3F053E9F15E91E7DD19C","194","2025-04-08T06:56:50.000Z","Unknown Member","הראיון שלך בעשר?","0","0","2"
"3A9C551431A646788CF6","252","2025-04-08T17:01:30.000Z","Unknown Member","מתי ואיפה?","0","0","3"
"3AF5CD71E614142C1618","258","2025-04-08T17:01:55.000Z","Unknown Member","אתה נוסע פעם בשבוע להר הצופים???","0","0","6"
"3FE7CD79D441C911A03C","269","2025-04-08T17:02:50.000Z","Unknown Member","לג'יט ?","0","0","15"
"3FD7D931C57C6ABB870A","270","2025-04-08T17:02:53.000Z","Unknown Member","על חשבון המערכת ?","0","0","10"
"3F04FBB598E394EE40D4","276","2025-04-08T17:03:06.000Z","Unknown Member","אתה מסתלבט ?","1","0","12"
"3FBF5F9AF07C332D4AB5","280","2025-04-08T17:03:27.000Z","Unknown Member","מתי טסים ?","0","0","12"
"3AF6B5E7A72A10C6D2A7","293","2025-04-08T17:05:56.000Z","Unknown Member","אתה רוצה להגיד לי שהוא מטיס את כולם?","0","0","10"
"868EFC9D6D98CD621F1BDB3A9CE3D5FF","320","2025-04-09T12:02:58.000Z","Unknown Member","מי עשה םה מבחני בית של אמזון? מה מונע ממני להשתמש בצאט בתכלס?","1","0","0"
"AE9E9FDB8E886191FA3691477560EBA8","322","2025-04-09T12:03:33.000Z","Unknown Member","כלומר בפלאפון סבבה?","0","0","6"
"3A48ACDC7E543229B726","330","2025-04-09T16:36:05.000Z","Unknown Member","מי בא?","0","0","10"
"3A4C3C0D1EAC5A205C0D","334","2025-04-09T18:41:12.000Z","Unknown Member","כמה אנשים זה?","0","0","6"
"3ABA5B3418EE80A8B631","342","2025-04-09T19:52:53.000Z","Unknown Member","כמה אנחנו?","0","0","3"
"3A2D9885F5BD0B48733B","348","2025-04-09T19:53:44.000Z","Unknown Member","אתם בדיס?","0","0","0"
"3AD5A40DA694E6362189","358","2025-04-10T03:10:33.000Z","Unknown Member","מישהו מגיע לכפל מטריצות ?","1","0","0"
"3F4AF0BA68B421B46EF9","362","2025-04-10T07:53:30.000Z","Unknown Member","מי שבוע הבא בירושלים ?","0","0","0"
"3F24F38FC334E0434324","363","2025-04-10T07:53:42.000Z","Unknown Member","רוצים נקבע פאדל לאיזה יום חול ?","0","0","6"
"3ACD02BB9E81D35CCF55","364","2025-04-10T07:53:56.000Z","Unknown Member","כשאני בפרו?","0","0","5"
"3F4D4190C363843EBBE7","369","2025-04-10T07:54:13.000Z","Unknown Member","ב14 אתה טס?","1","0","2"
"3AFF7104DA8DA351F02E","400","2025-04-11T08:43:52.000Z","Unknown Member","איך הקפה ?","0","0","0"
"3F8EA6600585E5CB983D","445","2025-04-14T09:25:35.000Z","Unknown Member","אתה בפרו כבר באבי?","0","0","5"
"3F79B98AA441565FA5F4","450","2025-04-14T09:26:12.000Z","Unknown Member","מה זה הכניסה ?","0","0","0"
"3FECB0E31253F91F4015","476","2025-04-14T09:30:55.000Z","Unknown Member","לבדוק עם ניר אם הוא זורם להשלים לכם 3?","0","0","3"
"3AF6C52FCDF668B82EAA","523","2025-04-14T12:58:43.000Z","Unknown Member","בכללי אתה מתכנן להזמין?","1","0","10"
"B5D8D24B39DAF77EA56E6A7A5AF54B9D","539","2025-04-14T14:26:19.000Z","Unknown Member","יש קופון שהופך את ההמבורגר שלהם לטעים?","0","0","0"
"3F8CAD41094720097309","546","2025-04-15T08:49:07.000Z","Unknown Member","איך יש להם נייקי ?","0","0","4"
"3F9137052B4E55625E85","562","2025-04-15T17:19:22.000Z","Unknown Member","יש דרך להגביר את הווליום של ההרצאות מעבר למה ששומעים?","1","0","2"
"3F89A6E098E09C7C4C26","563","2025-04-15T17:19:29.000Z","Unknown Member","כאילו איכשהו אפליקציה או משו שמגבירה את הוווליום?","0","0","0"
"3F1B349E340C4C835572","569","2025-04-16T15:32:40.000Z","Unknown Member","את מי לסגור בקבוצה ?","0","0","3"
"3AEC1813F5A7B45CCB93","580","2025-04-16T19:45:09.000Z","Unknown Member","ככה זה כשלוקחים איווסקה?","0","0","12"
"3F5455AE58801BA34874","585","2025-04-18T11:21:09.000Z","Unknown Member","רואים שהבחור מדלג על רגליים אה?","0","0","10"
"3A7405F9B7F65B2F7C5C","588","2025-04-18T13:43:26.000Z","Unknown Member","יש לו טורט או משהו?","0","0","6"
"3F7C05DD9D96CB5E3FB1","594","2025-04-18T17:59:09.000Z","Unknown Member","מתרגל של מה?","0","0","0"
